DisNo.,Year,ISO,Country,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
1995-0484-JPN,1995,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Oscar,Eastern Asia,Asia,"Hachijo Isl., Miyake Isl., Tokyo region",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,,1995,9.0,15.0,1995,9.0,18.0,3.0,,500.0,,500.0,,,,,9600.0,19196.0,50.01065676,,2006-07-11,2023-09-25
1996-0038-JPN,1996,JPN,Japan,Yes,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Tunnel,Eastern Asia,Asia,Hokkaido,,,No,No,No,,,,,,,1996,2.0,10.0,1996,2.0,10.0,20.0,,,,,,,,,,,51.47657574,,2003-07-01,2023-09-25
1996-0124-JPN,1996,JPN,Japan,Yes,tec-tra-air-air,Technological,Transport,Air,Air,,Mc Donnell Douglas DC-10,Eastern Asia,Asia,Fukuoka,,,No,No,No,,,,,,,1996,6.0,13.0,1996,6.0,13.0,3.0,108.0,,,108.0,,,,,,,51.47657574,,2003-07-01,2023-09-25
1996-0299-JPN,1996,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,Central Region,,,No,No,No,,,,,,,1996,12.0,6.0,1996,12.0,6.0,14.0,3.0,,,3.0,,,,,,,51.47657574,,2003-07-01,2023-09-25
1996-0346-JPN,1996,JPN,Japan,Yes,tec-tra-rai-rai,Technological,Transport,Rail,Rail,,,Eastern Asia,Asia,West of Tokyo,,,No,No,No,,,,,,,1996,6.0,5.0,1996,6.0,5.0,,100.0,,,100.0,,,,,,,51.47657574,,2003-07-01,2023-09-25
1996-0347-JPN,1996,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kirk,Eastern Asia,Asia,Kyushu Isl.,,,No,No,No,,210.0,Kph,,,,1996,8.0,14.0,1996,8.0,14.0,6.0,74.0,5400.0,264.0,5738.0,,,,,,,51.47657574,,2003-07-01,2023-09-25
1996-0436-JPN,1996,JPN,Japan,Yes,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,Food,Eastern Asia,Asia,"Sakai, Marioka",,,No,No,No,,,m3,,,,1996,7.0,11.0,1996,7.0,11.0,8.0,10000.0,,,10000.0,,,,,,,51.47657574,,2003-07-01,2023-09-25
1997-0145-JPN,1997,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,Harihara (Kyushu),,,No,No,No,,,,,,,1997,7.0,10.0,1997,7.0,10.0,21.0,15.0,,,15.0,,,,,,,52.67993394,,2003-07-01,2023-09-25
1997-0180-JPN,1997,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Winnie,Eastern Asia,Asia,,,,No,No,No,,,Kph,,,,1997,8.0,18.0,1997,8.0,19.0,3.0,,,,,,,,,100000.0,189826.0,52.67993394,,2007-05-06,2023-09-25
1997-0214-JPN,1997,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Oliwa,Eastern Asia,Asia,Kyushu Isl.,,,No,No,No,,125.0,Kph,,,,1997,9.0,16.0,1997,9.0,16.0,4.0,,67000.0,,67000.0,,,,,,,52.67993394,,2003-07-01,2023-09-25
1997-0500-JPN,1997,JPN,Japan,Yes,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Campylobacter,Eastern Asia,Asia,"Tokyo,Yokohama,Nagoya (cities)",,,No,No,No,,,,,,,1997,10.0,8.0,1997,10.0,8.0,,,460.0,,460.0,,,,,,,52.67993394,,2003-07-01,2023-09-25
1998-0004-JPN,1998,JPN,Japan,Yes,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,Tokyo,,,No,No,No,,,Kph,,,,1998,1.0,9.0,1998,1.0,9.0,1.0,500.0,,,500.0,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0248-JPN,1998,JPN,Japan,Yes,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,Eastern Asia,Asia,"Fukushima, Ibaraki, Tochigi, Saitama, Shizuoka prefectures",,,No,No,No,,,Km2,,,,1998,8.0,26.0,1998,8.0,26.0,16.0,33.0,24000.0,,24033.0,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0254-JPN,1998,JPN,Japan,Yes,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,Eastern Asia,Asia,Gifu Prefecture,,,No,No,No,,,,,,,1998,8.0,12.0,1998,8.0,12.0,,,130.0,,130.0,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0278-JPN,1998,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Rex,Eastern Asia,Asia,Fukushima Prefecture,,,No,No,No,,126.0,Kph,,,,1998,8.0,27.0,1998,8.0,27.0,14.0,40.0,40000.0,,40040.0,,,,,,,53.49768079,,2003-07-01,2023-09-25
1998-0297-JPN,1998,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Vicky (7) and Waldo (8),Eastern Asia,Asia,"Honshu, Hokkaido",,,No,No,No,,160.0,Kph,,,,1998,9.0,22.0,1998,9.0,22.0,12.0,258.0,,,258.0,,,62100.0,116080.0,3000000.0,5607720.0,53.49768079,,2008-04-01,2023-09-25
1998-0311-JPN,1998,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Zeb,Eastern Asia,Asia,Hiroshima Prefecture,,,No,No,No,,280.0,Kph,,,,1998,10.0,13.0,1998,10.0,18.0,12.0,43.0,,,43.0,,,,,335500.0,627130.0,53.49768079,,2007-05-06,2023-09-25
1998-0328-JPN,1998,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Stella,Eastern Asia,Asia,N.A. on the source,,,No,No,No,,,Kph,,,,1998,9.0,18.0,1998,9.0,18.0,2.0,23.0,9000.0,,9023.0,,,,,,,53.49768079,,2003-07-01,2023-09-25
1999-0243-JPN,1999,JPN,Japan,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,"Kobe, Nagasaki, Fukuoka (Hiroshima State)",Heavy rain,,No,No,No,,,Km2,,,,1999,6.0,28.0,1999,6.0,30.0,45.0,28.0,24000.0,111.0,24139.0,,,,,107000.0,195726.0,54.66822084,,2005-10-25,2023-09-25
1999-0326-JPN,1999,JPN,Japan,Yes,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Bart,Eastern Asia,Asia,"Kyushu, Honshu",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,238.0,Kph,,,,1999,9.0,22.0,1999,9.0,22.0,26.0,438.0,20000.0,6900.0,27338.0,,,3500000.0,6402257.0,5000000.0,9146081.0,54.66822084,,2005-02-02,2023-09-25
1999-0341-JPN,1999,JPN,Japan,Yes,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Building apartment,Eastern Asia,Asia,Osaka,,,No,No,No,,,,,,,1999,7.0,30.0,1999,7.0,30.0,13.0,6.0,,,6.0,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0356-JPN,1999,JPN,Japan,Yes,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,Tokyo,,,No,No,No,,,Km2,,,,1999,8.0,14.0,1999,8.0,14.0,15.0,,,,,,,,,,,54.66822084,,2003-07-01,2023-09-25
1999-0714-JPN,1999,JPN,Japan,Yes,tec-ind-rad-rad,Technological,Industrial accident,Radiation,Radiation,,Nuclear plant,Eastern Asia,Asia,Tokaimura,,,No,No,No,,,m3,,,,1999,9.0,30.0,1999,9.0,30.0,2.0,600.0,,320000.0,320600.0,,,,,,,54.66822084,,2004-08-12,2023-09-25
2000-0176-JPN,2000,JPN,Japan,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Isu,Eastern Asia,Asia,"Abutatyoo, Datesi, Soobetutyoo districts (Hokkaidoo province)",,,No,No,No,,,,34.92,139.12,,2000,3.0,31.0,2000,4.0,13.0,,,12400.0,,12400.0,,,,,,,56.51429056,"[{""adm2_code"":34168,""adm2_name"":""Abutatyoo""},{""adm2_code"":34187,""adm2_name"":""Datesi""},{""adm2_code"":34341,""adm2_name"":""Soobetutyoo""}]",2014-07-28,2023-09-25
2000-0274-JPN,2000,JPN,Japan,No,nat-met-sto-hai,Natural,Meteorological,Storm,Hail,,,Eastern Asia,Asia,"Tiba, Ibaraki provinces",,Hail,No,No,No,,,Kph,,,,2000,5.0,24.0,2000,5.0,24.0,,100.0,12000.0,,12100.0,,,290000.0,513145.0,350000.0,619312.0,56.51429056,"[{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1693,""adm1_name"":""Tiba""}]",2005-07-09,2023-09-25
2000-0428-JPN,2000,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp0009vhb,,Eastern Asia,Asia,"Koodusimamura, Niizimamura districts (Tookyoo province)",,,No,No,No,,6.1,Moment Magnitude,34.221,139.131,,2000,7.0,1.0,2000,7.0,1.0,1.0,,100.0,,100.0,,,,,,,56.51429056,"[{""adm2_code"":36308,""adm2_name"":""Koodusimamura""},{""adm2_code"":36323,""adm2_name"":""Niizimamura""}]",2003-09-08,2023-09-25
2000-0429-JPN,2000,JPN,Japan,No,tec-ind-poi-poi,Technological,Industrial accident,Poisoning,Poisoning,,Milk,Eastern Asia,Asia,Osaka area,,,No,No,No,,,m3,,,,2000,6.0,1.0,2000,7.0,10.0,,,13809.0,,13809.0,,,,,,,56.51429056,,2005-02-03,2023-09-25
2000-0447-JPN,2000,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Kirogi,Eastern Asia,Asia,Tookyoo province,,,No,No,No,,126.0,Kph,,,,2000,7.0,8.0,2000,7.0,9.0,4.0,,900.0,,900.0,,,200000.0,353893.0,300000.0,530839.0,56.51429056,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2005-12-16,2023-09-25
2000-0515-JPN,2000,JPN,Japan,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Oyama,Eastern Asia,Asia,Miyakemura district (Tookyoo province),,,No,No,No,,,,,,,2000,8.0,10.0,2000,8.0,10.0,,,4000.0,,4000.0,,,,,,,56.51429056,"[{""adm2_code"":36316,""adm2_name"":""Miyakemura""}]",2005-06-01,2023-09-25
2000-0516-JPN,2000,JPN,Japan,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,Gundpowder factory,Eastern Asia,Asia,Taketovo (Aichi prefecture),,,No,No,No,,,m3,,,,2000,8.0,2.0,2000,8.0,2.0,,56.0,350.0,,406.0,,,,,,,56.51429056,,2003-07-01,2023-09-25
2000-0576-JPN,2000,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Saomai,Eastern Asia,Asia,"Aiti, Mie, Gifu provinces",,,No,No,No,,160.0,Kph,,,,2000,9.0,11.0,2000,9.0,14.0,9.0,41.0,180000.0,,180041.0,,,1050000.0,1857937.0,1400000.0,2477250.0,56.51429056,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1672,""adm1_name"":""Mie""}]",2007-04-18,2023-09-25
2000-0578-JPN,2000,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,Eastern Asia,Asia,Pacific Ocean (Hokkaido Isl.),,,No,No,No,,,,,,,2000,9.0,11.0,2000,9.0,11.0,14.0,,,,,,,,,,,56.51429056,,2003-07-01,2023-09-25
2000-0606-JPN,2000,JPN,Japan,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,Eastern Asia,Asia,"Aiti, Sizuoka, Mie, Gifu provinces",Tropical cyclone,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,"Shonai, Shin, Kiso, Ishigase, 8 rivers in Aichi prefecture",2000,9.0,10.0,2000,9.0,17.0,18.0,110.0,360000.0,,360110.0,,,990000.0,1751769.0,7440000.0,13164812.0,56.51429056,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""}]",2005-09-15,2023-09-25
2000-0656-JPN,2000,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000a1b0,,Eastern Asia,Asia,"Aimityoo, Kisimototyoo, Mizokutityoo, Saihakutyoo, Daisentyoo, Nawatyoo, Nakayamatyoo, Hieduson districts (Tottori province), Simane, Okayama provinces",,"Slide (land, mud, snow, rock)",No,No,No,,6.7,Moment Magnitude,35.456,133.134,,2000,10.0,6.0,2000,10.0,6.0,,130.0,6690.0,312.0,7132.0,,,150000.0,265420.0,500000.0,884732.0,56.51429056,"[{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm2_code"":36345,""adm2_name"":""Aimityoo""},{""adm2_code"":36349,""adm2_name"":""Daisentyoo""},{""adm2_code"":36352,""adm2_name"":""Hieduson""},{""adm2_code"":36360,""adm2_name"":""Kisimototyoo""},{""adm2_code"":36366,""adm2_name"":""Mizokutityoo""},{""adm2_code"":36368,""adm2_name"":""Nakayamatyoo""},{""adm2_code"":36369,""adm2_name"":""Nawatyoo""},{""adm2_code"":36371,""adm2_name"":""Saihakutyoo""}]",2011-04-27,2023-09-25
2001-0085-JPN,2001,JPN,Japan,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,"Tiba, Ibaraki, Kanagawa, Tookyoo province",,,No,No,No,,,Kph,,,,2001,1.0,20.0,2001,1.0,20.0,5.0,300.0,,,300.0,,,,,,,58.11147437,"[{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1693,""adm1_name"":""Tiba""}]",2003-07-01,2023-09-25
2001-0123-JPN,2001,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000abyg,,Eastern Asia,Asia,"Hirosima, Ehime provinces",,,No,No,No,,6.8,Moment Magnitude,34.083,132.526,,2001,3.0,24.0,2001,3.0,24.0,2.0,161.0,11100.0,,11261.0,,,128000.0,220266.0,500000.0,860415.0,58.11147437,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1660,""adm1_name"":""Hirosima""}]",2014-02-26,2023-09-25
2001-0137-JPN,2001,JPN,Japan,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Cargo ""Hanghae Sanyo""",Eastern Asia,Asia,,,,No,No,No,,,,,,,2001,4.0,11.0,2001,4.0,11.0,28.0,,,,,,,,,,,58.11147437,,2003-07-01,2023-09-25
2001-0182-JPN,2001,JPN,Japan,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,"Society ""Kikuchi Gumi""",Eastern Asia,Asia,Yotsukaido (Chiba state),,,No,No,No,,,,,,,2001,5.0,5.0,2001,5.0,5.0,11.0,,,,,,,,,,,58.11147437,,2003-07-01,2023-09-25
2001-0350-JPN,2001,JPN,Japan,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,Eastern Asia,Asia,"Matuyamasi district (Ehime province), Iidukasi district (Hukuoka province)",,,No,No,No,,,Km2,,,,2001,6.0,,2001,6.0,,1.0,,138.0,,138.0,,,,,,,58.11147437,"[{""adm2_code"":33636,""adm2_name"":""Matuyamasi""},{""adm2_code"":33735,""adm2_name"":""Iidukasi""}]",2003-07-01,2023-09-25
2001-0380-JPN,2001,JPN,Japan,No,tec-mis-mis-mis,Technological,Miscellaneous accident,Miscellaneous accident (General),Miscellaneous accident (General),,,Eastern Asia,Asia,Akashi,,,No,No,No,,,,,,,2001,7.0,21.0,2001,7.0,21.0,10.0,90.0,,,90.0,,,,,,,58.11147437,,2003-07-01,2023-09-25
2001-0454-JPN,2001,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Pabuk,Eastern Asia,Asia,"Siga, Aiti, Oosaka, Ehime, Mie provinces",,,No,No,No,,109.0,Kph,,,,2001,8.0,21.0,2001,8.0,23.0,9.0,40.0,7000.0,,7040.0,,,500000.0,860415.0,800000.0,1376664.0,58.11147437,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1685,""adm1_name"":""Siga""}]",2005-12-16,2023-09-25
2001-0476-JPN,2001,JPN,Japan,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,"Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga, Okinawa provinces",,,No,No,No,,,Kph,,,,2001,6.0,20.0,2001,6.0,20.0,1.0,13.0,1308.0,12.0,1333.0,,,,,,,58.11147437,"[{""adm1_code"":1656,""adm1_name"":""Hukuoka""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1670,""adm1_name"":""Kumamoto""},{""adm1_code"":1674,""adm1_name"":""Miyazaki""},{""adm1_code"":1676,""adm1_name"":""Nagasaki""},{""adm1_code"":1679,""adm1_name"":""Ooita""},{""adm1_code"":1681,""adm1_name"":""Okinawa""},{""adm1_code"":1683,""adm1_name"":""Saga""}]",2003-07-01,2023-09-25
2001-0495-JPN,2001,JPN,Japan,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Salle de jeux,Eastern Asia,Asia,Kabukicho (Tokyo),,,No,No,No,,,,,,,2001,9.0,1.0,2001,9.0,1.0,44.0,3.0,,,3.0,,,,,,,58.11147437,,2003-07-01,2023-09-25
2001-0511-JPN,2001,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Danas,Eastern Asia,Asia,Tookyoo province,,,No,No,No,,126.0,Kph,,,,2001,9.0,10.0,2001,9.0,13.0,7.0,15.0,1200.0,,1215.0,,,300000.0,516249.0,500000.0,860415.0,58.11147437,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2005-12-16,2023-09-25
2002-0181-JPN,2002,JPN,Japan,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,Eastern Asia,Asia,"Matsumoto city (Nagano province), Tookyoo province",,,No,No,No,,2.0,Km2,,,,2002,3.0,22.0,2002,3.0,22.0,,,222.0,,222.0,,,,,,,59.03314408,"[{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2003-07-01,2023-09-25
2002-0406-JPN,2002,JPN,Japan,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Rammasun,Eastern Asia,Asia,Okinawa province,,,No,No,No,,,Kph,,,,2002,7.0,5.0,2002,7.0,7.0,1.0,,,,,,,,,500.0,847.0,59.03314408,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2008-03-21,2023-09-25
2002-0430-JPN,2002,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Halong,Eastern Asia,Asia,"Okinawa, Kagosima, Isikawa provinces",,,No,No,No,,108.0,Kph,,,,2002,7.0,15.0,2002,7.0,15.0,,9.0,570.0,,579.0,,,,,,,59.03314408,"[{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1667,""adm1_name"":""Kagosima""},{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2003-07-01,2023-09-25
2002-0431-JPN,2002,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Chata'an,Eastern Asia,Asia,Hokkaidoo province,,,No,No,No,,,Kph,,,,2002,7.0,5.0,2002,7.0,5.0,5.0,18.0,100000.0,,100018.0,,,,,5000.0,8470.0,59.03314408,"[{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""}]",2007-04-16,2023-09-25
2002-0570-JPN,2002,JPN,Japan,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,Sinlaku,Eastern Asia,Asia,Okinawa province,,,No,No,No,,,Kph,,,,2002,9.0,4.0,2002,9.0,8.0,1.0,,,,,,,,,20000.0,33879.0,59.03314408,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2008-03-22,2023-09-25
2002-0825-JPN,2002,JPN,Japan,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,Eastern Asia,Asia,Tookyoo province,,,No,No,No,,,Kph,,,,2002,12.0,9.0,2002,12.0,9.0,,228.0,,,228.0,,,,,,,59.03314408,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2003-07-01,2023-09-25
2003-0249-JPN,2003,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000by66,,Eastern Asia,Asia,"Iwate, Miyagi, Yamagata, Akita, Aomori provinces",,"Fire|Slide (land, mud, snow, rock)",No,No,No,,7.0,Moment Magnitude,38.849,141.568,,2003,5.0,26.0,2003,5.0,26.0,,143.0,2160.0,,2303.0,,,87000.0,144104.0,233000.0,385933.0,60.37325107,"[{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1695,""adm1_name"":""Yamagata""}]",2014-02-24,2023-09-25
2003-0343-JPN,2003,JPN,Japan,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,Eastern Asia,Asia,"Minamata district (Kumamoto province), Hisikarityoo district (Kagosima province), Kinkaityoo district (Nagasaki province)",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,8080.0,Km2,,,"Minamata, Hogawachikawa",2003,7.0,19.0,2003,7.0,21.0,23.0,14.0,800.0,,814.0,,,,,7000.0,11595.0,60.37325107,"[{""adm2_code"":34720,""adm2_name"":""Hisikarityoo""},{""adm2_code"":34956,""adm2_name"":""Minamatasi""},{""adm2_code"":35396,""adm2_name"":""Kinkaityoo""}]",2004-01-23,2023-09-25
2003-0354-JPN,2003,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000c3ay,,Eastern Asia,Asia,"Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku, Isinomakisi, Hurukawasi, Kasimadaimati, Nangootyoon, Narusetyoo, Yamototyoo, Yoneyamatyoo districts (Miyagi province)",,"Slide (land, mud, snow, rock)",No,No,No,,5.5,Moment Magnitude,38.432,141.003,,2003,7.0,25.0,2003,7.0,25.0,,569.0,17403.0,219.0,18191.0,,,202000.0,334585.0,411000.0,680765.0,60.37325107,"[{""adm2_code"":35135,""adm2_name"":""Hurukawasi""},{""adm2_code"":35137,""adm2_name"":""Isinomakisi""},{""adm2_code"":35146,""adm2_name"":""Kasimadaimati""},{""adm2_code"":35162,""adm2_name"":""Nangootyoo""},{""adm2_code"":35164,""adm2_name"":""Narusetyoo""},{""adm2_code"":35176,""adm2_name"":""Sendaisi_Aobaku""},{""adm2_code"":35177,""adm2_name"":""Sendaisi_Daisiroku""},{""adm2_code"":35178,""adm2_name"":""Sendaisi_Izumiku""},{""adm2_code"":35179,""adm2_name"":""Sendaisi_Miyaginoku""},{""adm2_code"":35180,""adm2_name"":""Sendaisi_Wakabayasiku""},{""adm2_code"":35205,""adm2_name"":""Yamototyoo""},{""adm2_code"":35206,""adm2_name"":""Yoneyamatyoo""}]",2014-02-24,2023-09-25
2003-0388-JPN,2003,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Etau,Eastern Asia,Asia,"Hokkaidoo, Ehime provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,145.0,Kph,,,,2003,8.0,8.0,2003,8.0,11.0,20.0,80.0,2100.0,,2180.0,,,47000.0,77849.0,55000.0,91100.0,60.37325107,"[{""adm1_code"":1654,""adm1_name"":""Ehime""},{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""}]",2003-08-27,2023-09-25
2003-0459-JPN,2003,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Maemi,Eastern Asia,Asia,Okinawa province,,Rain,No,No,No,,200.0,Kph,,,,2003,9.0,12.0,2003,9.0,13.0,1.0,93.0,130.0,,223.0,,,,,50000.0,82818.0,60.37325107,"[{""adm1_code"":1681,""adm1_name"":""Okinawa""}]",2005-12-16,2023-09-25
2003-0476-JPN,2003,JPN,Japan,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usp000c8mb,,Eastern Asia,Asia,Hokkaidoo province,,Fire|Tsunami/Tidal wave,No,No,No,,7.4,Moment Magnitude,41.774,143.593,,2003,9.0,25.0,2003,9.0,25.0,2.0,773.0,,,773.0,,,87000.0,144104.0,563000.0,932532.0,60.37325107,"[{""adm1_code"":1661,""adm1_name"":""Hokkaidoo""}]",2004-01-14,2023-09-25
2004-0276-JPN,2004,JPN,Japan,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Dianmu (Helen/09W),Eastern Asia,Asia,Murotosi district (Kooti province),,"Rain|Slide (land, mud, snow, rock)",No,No,No,,285.0,Kph,,,,2004,6.0,16.0,2004,6.0,19.0,6.0,56.0,700.0,,756.0,,,,,,,61.98958593,"[{""adm2_code"":34885,""adm2_name"":""Murotosi""}]",2006-05-05,2023-09-25
2004-0339-JPN,2004,JPN,Japan,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,Eastern Asia,Asia,"Niigata, Hukusima provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,7060.0,Km2,,,,2004,7.0,12.0,2004,7.0,14.0,21.0,7.0,20000.0,5800.0,25807.0,,,279000.0,450076.0,1950000.0,3145690.0,61.98958593,"[{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1678,""adm1_name"":""Niigata""}]",2004-08-02,2023-09-25
